Unnamed: 0,Year.Reported.to.CDP,Account.Number,Organization,City,Country,CDP.Region,First.Time.Discloser,Population,City.Location,Sustainability.Targets.Master.Planning,Risk.Assessment.Actions,Nb.Hazards.Type,Hazards.Exposure.Level,Adaptation.Challenges.Health,Adaptation.Challenges.Economic,Adaptation.Challenges.Environment,Adaptation.Challenges.Infrastructure,Adaptation.Challenges.Social,Adaptation.Challenges.Governance,Adaptation.Challenges.Education,Adaptation.Challenges.Level,Risk.Health.System,Nb.Adaptation.Actions,Adaptation.Plan,City.Wide.Emissions.Inventory,GHG.Emissions.Primary.protocol,GHG.Emissions.Evolution,GHG.Emissions.Consumption,GHG.Emissions.External.Verification,GHG.Emissions.Reductions.Targets,Emissions.Reductions.Mitigation.Planning,Opportunities.Collaboration,Renewable.Energy.Target,Electricity.Source.Biomass,Electricity.Source.Coal,Electricity.Source.Gas,Electricity.Source.Geothermal,Electricity.Source.Hydro,Electricity.Source.Nuclear,Electricity.Source.Oil,Electricity.Source.Other,Electricity.Source.Solar,Electricity.Source.Wind,Electricity.Source.Renewable,Energy.Efficnecy.Target,Transport.Mode.Passenger.Public,Transport.Mode.Passenger.Cycling,Transport.Mode.Passenger.Other,Transport.Mode.Passenger.Private.motorized,Transport.Mode.Passenger.Walking,Low.Zero.Emission.Zone,Food.Consumption.Policies,Potable.Water.Supply.Percent,Water.Resource.Management.strategy,lat,long,Country.Code.3
145,2020,36282,Comune di Chieti,Chieti,Italy,Europe,No,52125.0,POINT (14.1399 42.3828),Intending to incorporate in the next 2 years,Intending to undertake in the next 2 years,1.0,1.0,,,,,,,,,,1,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,,,,,No target,,Not intending to undertake,Intending to undertake in the next 2 years,,,,,,,,,,,,,,,,,,No,No,100.0,Yes,42.3828,14.1399,ITA
146,2020,31169,Government of Hong Kong Special Administrative Region,Hong Kong,"China, Hong Kong Special Administrative Region",East Asia,No,7507400.0,POINT (114.14 22.2881),Yes,Yes,5.0,49.0,,,,,,,,,Yes,8,Yes,Yes,GPC,Increased,Not intending to undertake,Not intending to undertake,Base year intensity target,Yes,Yes,Do not know,0.0,44.0,29.1,0.0,0.0,26.6,0.3,0.0,0.0,0.0,0.0,Yes,78.0,,22.0,,,Yes,Yes,99.99,Yes,22.2881,114.14,HKG
147,2020,59669,City of North Vancouver,North Vancouver,Canada,North America,No,52898.0,POINT (-123.072 49.32),Yes,Yes,14.0,115.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,Yes,12,Yes,Yes,Other,Stayed the same,Yes,Not intending to undertake,Base year emissions (absolute) target,Yes,Yes,Intending to undertake in the next 2 years,6.0,0.0,2.0,0.0,90.0,0.0,1.0,0.0,0.0,1.0,91.0,Intending to undertake in the next 2 years,,,,,,No,No,100.0,Not intending to undertake,49.32,-123.072,CAN
148,2020,49330,Kansas City,Kansas City,United States of America,North America,No,505198.0,POINT (-94.573 39.1429),Yes,Yes,2.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,1,Intending to undertake in the next 2 years,Yes,ICLEI,Decreased,Intending to undertake in the next 2 years,Yes,Fixed level target,Yes,Yes,Yes,0.0,40.0,26.0,0.0,0.0,7.0,0.0,0.0,6.0,21.0,27.0,Intending to undertake in the next 2 years,,,,,,Yes,Do not know,100.0,Intending to undertake in next 2 years,39.1429,-94.573,USA
149,2020,49330,Kansas City,Kansas City,United States of America,North America,No,505198.0,POINT (-94.573 39.1429),Yes,Yes,2.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,1,Intending to undertake in the next 2 years,Yes,ICLEI,Decreased,Intending to undertake in the next 2 years,Yes,Base year emissions (absolute) target,Yes,Yes,Yes,0.0,40.0,26.0,0.0,0.0,7.0,0.0,0.0,6.0,21.0,27.0,Intending to undertake in the next 2 years,,,,,,Yes,Do not know,100.0,Intending to undertake in next 2 years,39.1429,-94.573,USA
150,2020,59166,Municipalidad de Independencia,Independencia,Chile,Latin America,No,105794.0,POINT (-68.8154 -32.8421),Yes,Yes,7.0,54.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Yes,7,Yes,Yes,Regional or country specific methodology,This is our first year of calculation,Do not know,Do not know,Base year emissions (absolute) target,Yes,Do not know,In progress,0.0,55.0,0.0,0.0,36.0,0.0,0.0,0.0,4.0,5.0,45.0,Yes,26.2,15.0,17.8,17.0,41.0,No,Yes,100.0,Intending to undertake in next 2 years,-11.99691215,-77.0544879039708,CHL
151,2020,54298,Dalian Municipal People's Government,Dalian,China,East Asia,No,5952057.0,POINT (121.567 38.9389),,,3.0,,,,,,,,,,,1,,Intending to undertake in the next 2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9389,121.56700000000001,CHN
152,2020,50555,City of Hamilton,Hamilton,Canada,North America,No,572575.0,POINT (-79.8661 43.25),Yes,In progress,15.0,176.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,Yes,16,In progress,Yes,GPC,Increased,Do not know,Intending to undertake in the next 2 years,Base year emissions (absolute) target,Yes,Yes,Not intending to undertake,0.5,0.0,6.0,0.0,25.0,61.0,0.0,0.0,0.5,7.0,32.5,Yes,,,,,,No,Yes,91.65,Yes,43.25,-79.8661,CAN
153,2020,53921,"City of Tempe, AZ",Tempe,United States of America,North America,No,192364.0,POINT (-111.94 33.4255),Yes,In progress,6.0,132.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,Yes,14,Yes,Yes,GPC,Do not know,Intending to undertake in the next 2 years,Do not know,Base year emissions (absolute) target,Yes,Yes,Yes,,40.0,25.0,,2.0,25.0,0.0,2.0,5.0,1.0,,Not intending to undertake,3.9,6.3,31.3,30.4,28.0,No,No,100.0,In progress,33.4255,-111.94,USA
154,2020,58671,Helsingør Kommune / Elsinore Municipality,Helsingør,Denmark,Europe,No,62695.0,POINT (12.5921 56.0308),Yes,Yes,3.0,43.0,,,,,,,,,No,6,Yes,Yes,2006 IPCC Guidelines,Decreased,In progress,Yes,Base year emissions (absolute) target,Yes,Yes,Yes,5.0,27.0,29.0,0.0,0.0,31.0,1.0,0.0,1.0,6.0,7.0,Yes,9.0,12.0,3.0,55.0,21.0,No,Yes,100.0,Yes,56.0308,12.5921,DNK
155,2020,54409,City of Espoo,Espoo,Finland,Europe,No,289731.0,POINT (24.6559 60.2055),Yes,Yes,4.0,19.0,,,,,,,,,Yes,4,Yes,Yes,Regional or country specific methodology,Decreased,In progress,Yes,Base year emissions (absolute) target,Yes,Yes,Yes,18.0,8.0,6.0,0.0,19.0,35.0,0.0,5.0,0.0,9.0,28.0,Yes,18.0,9.0,2.0,45.0,26.0,No,Yes,100.0,Yes,60.2055,24.6559,FIN
156,2020,68378,Municipalidad de Santiago de Surco,Santiago de Surco,Peru,Latin America,No,499210.0,POINT (-77.0051 -12.1453),Yes,In progress,2.0,35.0,,,,,,,,,Do not know,3,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,,,,,No target,Do not know,Yes,Do not know,,,20.0,,80.0,,,,,,,Do not know,,,,,,No,Do not know,99.0,Intending to undertake in next 2 years,-12.1453,-77.0051,PER
157,2020,848404,Mongui,,Colombia,Latin America,Yes,4469.0,,In progress,Not intending to undertake,1.0,16.0,,,,,,,,,Do not know,1,In progress,Intending to undertake in the next 2 years,,,,,Baseline scenario (business as usual) target,Do not know,,Do not know,,,,,,,,,,,,Do not know,,,,,,Do not know,Do not know,,,9.23,-74.74,COL
158,2020,60374,Alcaldía de Ibagué,Ibagué,Colombia,Latin America,No,564077.0,POINT (-75.24 4.44851),Yes,Intending to undertake in the next 2 years,3.0,40.0,,,,,,,,,,3,Yes,Intending to undertake in the next 2 years,,,,,No target,Yes,Yes,Yes,,,,,99.0,,,,1.0,,,,,,,,,Yes,Yes,93.0,Yes,4.44851,-75.24,COL
159,2020,31172,Mexico City,Mexico City,Mexico,Latin America,No,9041395.0,POINT (-99.1332 19.4326),Yes,Yes,3.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,3,Yes,Yes,Other,Increased,Not intending to undertake,Intending to undertake in the next 2 years,Fixed level target,Yes,Yes,In progress,0.0,31.0,48.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,Intending to undertake in the next 2 years,45.0,1.0,5.0,23.0,26.0,No,Yes,98.0,Yes,19.4326,-99.1332,MEX
160,2020,43938,"The Executive Council, Govt of Dubai",Dubai,United Arab Emirates,Middle East,No,3335900.0,POINT (55.2708 25.2048),Yes,Yes,6.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,No,6,Yes,Yes,City specific methodology,Increased,Not intending to undertake,Not intending to undertake,Baseline scenario (business as usual) target,Yes,Yes,Yes,0.0,0.0,93.8,0.0,0.0,0.0,0.0,0.0,6.2,0.0,6.2,Yes,13.6,0.8,10.2,62.9,12.5,No,No,100.0,In progress,25.2048,55.2708,ARE
161,2020,50394,Prefeitura Municipal de João Pessoa,João Pessoa,Brazil,Latin America,No,723515.0,POINT (-34.8639 -7.16882),Intending to incorporate in the next 2 years,Intending to undertake in the next 2 years,9.0,175.0,,,,,,,,,Do not know,1,Do not know,Yes,GPC,This is our first year of calculation,Do not know,In progress,No target,Intending to undertake in the next 2 years,Do not know,Intending to undertake in the next 2 years,8.6988,2.2147,7.7441,0.0,60.8352,1.1855,5.8967,4.9546,0.7783,7.6921,69.3056,Intending to undertake in the next 2 years,,,,,,No,Do not know,100.0,Intending to undertake in next 2 years,-7.168819999999999,-34.8639,BRA
162,2020,58796,Odder Kommune,Odder,Denmark,Europe,No,22624.0,POINT (10.15 55.9757),Yes,Yes,3.0,,,,,,,,,,,1,Yes,Not intending to undertake,,,,,Base year emissions (absolute) target,Yes,Not intending to undertake,Do not know,5.0,70.0,15.0,0.0,0.0,0.0,0.0,,,10.0,,Do not know,,,,,,No,No,100.0,Not intending to undertake,55.9757,10.15,DNK
163,2020,826211,Junta Intermunicipal de Medio Ambiente Altos Sur (JIAS),,Mexico,Latin America,Yes,399724000.0,,Intending to incorporate in the next 2 years,Yes,3.0,56.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Yes,1,In progress,Yes,2006 IPCC Guidelines,This is our first year of calculation,Do not know,Not intending to undertake,No target,Yes,Yes,Not intending to undertake,,0.0,12.0,,,,88.0,,,,,Not intending to undertake,,,,,,No,No,97.0,Not intending to undertake,37.9850091,-103.5438321,MEX
164,2020,44185,Suwon City,Suwon,Republic of Korea,East Asia,No,1235093.0,POINT (126.805 37.17),Yes,Yes,1.0,16.0,,,,,,,,,Yes,1,Yes,Yes,GPC,Decreased,Not intending to undertake,Intending to undertake in the next 2 years,Base year emissions (absolute) target,Yes,Yes,Yes,0.99,45.4,16.9,,0.44,30.3,,4.74,0.94,0.29,,Yes,,,,,,No,Yes,100.0,Yes,37.17,126.805,KOR
165,2020,44185,Suwon City,Suwon,Republic of Korea,East Asia,No,1235093.0,POINT (126.805 37.17),Yes,Yes,1.0,16.0,,,,,,,,,Yes,1,Yes,Yes,GPC,Decreased,Not intending to undertake,Intending to undertake in the next 2 years,Base year intensity target,Yes,Yes,Yes,0.99,45.4,16.9,,0.44,30.3,,4.74,0.94,0.29,,Yes,,,,,,No,Yes,100.0,Yes,37.17,126.805,KOR
166,2020,841964,"City of Hallandale Beach, FL",Hallandale Beach,United States of America,North America,Yes,37113.0,POINT (-80.1484 25.9812),In progress,Yes,10.0,122.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,Yes,8,Yes,Yes,GPC,This is our first year of calculation,Not intending to undertake,Not intending to undertake,Base year emissions (absolute) target,In progress,Yes,Intending to undertake in the next 2 years,0.0,5.34,70.04,0.0,0.0,17.13,0.38,7.05,0.06,0.0,0.06,Yes,,,,,,No,No,100.0,Intending to undertake in next 2 years,25.9812,-80.1484,USA
167,2020,31156,Municipality of Curitiba,Curitiba,Brazil,Latin America,No,1893997.0,POINT (-49.2647 -25.4311),Yes,Yes,7.0,61.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,Do not know,9,In progress,Yes,GPC,Decreased,Do not know,Yes,No target,In progress,Yes,Intending to undertake in the next 2 years,8.2,4.1,10.5,,65.2,2.6,2.5,0.0,,6.9,,Intending to undertake in the next 2 years,,,,,,No,Yes,100.0,Intending to undertake in next 2 years,-25.4311,-49.2647,BRA
168,2020,826238,Alcaldia de Mosquera,Mosquera,Colombia,Latin America,No,86954.0,POINT (-74.2302 4.70592),In progress,Intending to undertake in the next 2 years,1.0,9.0,,,,,,,,,Yes,1,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,,,,,Fixed level target,In progress,In progress,In progress,,,,,,,,,,,,Intending to undertake in the next 2 years,,,,,,No,Yes,98.0,In progress,4.70592,-74.2302,COL
169,2020,35848,Municipality of Belo Horizonte,Belo Horizonte,Brazil,Latin America,No,2513451.0,POINT (-43.9345 -19.9167),Yes,Yes,7.0,139.0,,,,,,,,,Yes,16,In progress,Yes,GPC,Decreased,Not intending to undertake,Intending to undertake in the next 2 years,Base year emissions (absolute) target,Yes,Yes,Intending to undertake in the next 2 years,8.4,3.3,9.3,0.0,64.9,2.5,2.0,0.0,1.0,8.6,74.5,Yes,27.8,0.4,5.1,30.1,36.6,Do not know,Yes,96.3,Yes,-19.9167,-43.9345,BRA
170,2020,840036,La Paz,,Argentina,Latin America,No,25808.0,,Intending to incorporate in the next 2 years,Yes,5.0,48.0,,,,,,,,,No,9,Yes,Yes,GPC,Do not know,Not intending to undertake,Not intending to undertake,Baseline scenario (business as usual) target,Yes,,,,,,,,,,,,,,,,,,,,,,,,-16.4942,-68.1475,ARG
171,2020,60268,Prefeitura de Brumadinho,Brumadinho,Brazil,Latin America,No,33973.0,POINT (-44.1982 -20.1427),In progress,In progress,4.0,71.0,,,,,,,,,,3,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,,,,,No target,Intending to undertake in the next 2 years,Yes,Yes,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,1.0,0.0,100.0,Yes,30.0,30.0,10.0,60.0,20.0,Yes,No,100.0,Yes,-20.1427,-44.1982,BRA
172,2020,43934,City of Perth,Perth,Australia,Southeast Asia and Oceania,No,32233.0,POINT (115.861 -31.9526),Do not know,In progress,8.0,,,,,,,,,,Yes,1,In progress,Yes,GPC,This is our first year of calculation,Not intending to undertake,Intending to undertake in the next 2 years,Baseline scenario (business as usual) target,Intending to undertake in the next 2 years,Yes,Yes,0.3,26.8,60.2,0.0,0.5,0.0,5.3,0.0,3.0,3.9,7.4,Not intending to undertake,41.0,,,42.0,6.0,No,No,100.0,In progress,-31.9526,115.861,AUS
173,2020,54111,City of Iowa City,Iowa City,United States of America,North America,No,76290.0,POINT (-91.5302 41.6611),Yes,Yes,10.0,133.0,,,,,,,,,,2,Yes,Yes,GPC,Increased,Yes,Not intending to undertake,Base year emissions (absolute) target,Yes,Yes,Yes,0.2,45.3,2.1,0.0,0.0,13.0,0.0,0.0,0.0,39.4,39.4,,,,,,,No,,,,41.6611,-91.5302,USA
174,2020,54459,City of Reykjavík,Reykjavík,Iceland,Europe,No,132080.0,POINT (-21.8174 64.1265),Yes,Yes,3.0,19.0,,,,,,,,,Do not know,5,Yes,Yes,GPC,Increased,In progress,Intending to undertake in the next 2 years,Base year emissions (absolute) target,Yes,Yes,Yes,0.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0,100.0,Do not know,5.0,5.0,1.0,75.0,14.0,No,Yes,99.9,Not intending to undertake,64.1265,-21.8174,ISL
175,2020,73671,Godoy Cruz,,Argentina,Latin America,No,191903.0,,Do not know,Yes,4.0,60.0,,,,,,,,,,13,Yes,Yes,GPC,This is our first year of calculation,Not intending to undertake,Not intending to undertake,Baseline scenario (business as usual) target,Yes,,,,,,,,,,,,,,,,,,,,,,,,-32.9167,-68.8333,ARG
176,2020,55334,Município de Braga,Braga,Portugal,Europe,No,189331.0,POINT (-8.43821 41.5337),Yes,Yes,7.0,87.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Yes,19,Yes,Yes,GPC,Increased,Yes,In progress,Base year emissions (absolute) target,Yes,Yes,Yes,8.0,20.0,18.0,0.0,23.0,0.0,0.0,2.0,7.0,22.0,52.0,Yes,13.0,1.0,2.0,66.0,18.0,Yes,Yes,100.0,In progress,41.5337,-8.43821,PRT
177,2020,53860,"City of Wilmington, NC",Wilmington,United States of America,North America,No,119045.0,,Yes,Yes,3.0,48.0,,,,,,,,,,2,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,,,,,No target,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,In progress,2.8,19.1,34.6,0.0,2.3,37.8,0.6,0.2,2.2,0.4,4.9,Yes,,,,,,No,No,99.0,Not intending to undertake,34.21,-77.8866,USA
178,2020,54088,City of Peterborough,Peterborough,Canada,North America,No,82094.0,,Yes,Yes,5.0,74.0,,,,,,,,,Yes,8,In progress,Yes,Other,Decreased,Not intending to undertake,In progress,Base year emissions (absolute) target,Yes,Do not know,Intending to undertake in the next 2 years,1.0,0.0,28.0,0.0,23.0,35.0,0.0,0.0,1.0,12.0,36.0,Do not know,14.0,4.0,0.0,75.0,7.0,No,Yes,99.0,In progress,44.3,-78.3167,CAN
179,2020,54327,Semarang City Government,,Indonesia,Southeast Asia and Oceania,No,1674358.0,,In progress,Yes,2.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,Yes,1,Yes,Yes,2006 IPCC Guidelines,Decreased,In progress,In progress,Baseline scenario (business as usual) target,Yes,Yes,In progress,,,,,,,,100.0,,,,Yes,,,,,,No,Yes,59.25,In progress,-6.9667,110.4167,IDN
180,2020,826209,Aipromades Lago de Chapala,Chapala,Mexico,Latin America,No,601263.0,POINT (-103.191 20.2962),Yes,Yes,5.0,93.0,,,,,,,,,,2,Yes,Yes,2006 IPCC Guidelines,,,,,In progress,Yes,In progress,,,,,,,,,,,,,,,,,,No,No,98.0,Intending to undertake in next 2 years,20.2962,-103.191,MEX
181,2020,840926,Prefeitura de Serra Talhada,,Brazil,Latin America,No,86350.0,,Yes,Intending to undertake in the next 2 years,4.0,95.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,Yes,1,Intending to undertake in the next 2 years,Yes,GPC,This is our first year of calculation,Intending to undertake in the next 2 years,In progress,No target,Intending to undertake in the next 2 years,Yes,Intending to undertake in the next 2 years,8.6,1.9,7.8,0.0,60.8,1.2,5.2,4.7,1.2,8.6,70.6,Intending to undertake in the next 2 years,,,,,,No,Yes,100.0,Intending to undertake in next 2 years,-12.25,-38.97,BRA
182,2020,54078,City of Hayward,Hayward,United States of America,North America,No,161456.0,POINT (-122.081 37.6689),Yes,Yes,5.0,81.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Do not know,3,Yes,Yes,GPC,Decreased,Not intending to undertake,In progress,Base year emissions (absolute) target,Yes,Yes,Yes,4.0,0.0,20.0,5.0,21.0,27.0,0.0,2.0,13.0,8.0,47.0,Not intending to undertake,6.9,0.36,1.2,89.4,2.2,No,Yes,100.0,Yes,37.6689,-122.081,USA
183,2020,58513,City of Medford,Medford,United States of America,North America,No,57765.0,POINT (-122.876 42.3265),Intending to incorporate in the next 2 years,Yes,12.0,182.0,,,,,,,,,Yes,15,In progress,Yes,GPC,Increased,Not intending to undertake,Not intending to undertake,Base year emissions (absolute) target,Yes,Yes,Intending to undertake in the next 2 years,5.6,0.5,48.5,0.0,8.9,30.5,0.2,0.5,1.7,3.6,14.2,Not intending to undertake,9.45,2.49,7.21,72.54,8.32,No,No,100.0,Not intending to undertake,42.3265,-122.876,USA
184,2020,55325,Município de Águeda,Águeda,Portugal,Europe,No,47729.0,POINT (-8.44582 40.5753),Yes,Yes,6.0,80.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,Yes,12,Yes,Yes,2006 IPCC Guidelines,Decreased,Do not know,Do not know,Base year emissions (absolute) target,Yes,Yes,Yes,0.0,9.0,6.0,0.0,15.9,3.3,0.0,25.3,0.0,40.5,56.4,In progress,,,,,,Yes,Do not know,100.0,Yes,40.5753,-8.44582,PRT
185,2020,35885,Tel Aviv-Yafo Municipality,Tel Aviv-Yafo,Israel,Middle East,No,443940.0,POINT (34.7823 32.0816),Yes,Yes,7.0,86.0,,,,,,,,,Yes,19,Yes,Yes,GPC,Increased,Intending to undertake in the next 2 years,Yes,No target,Intending to undertake in the next 2 years,Yes,Yes,,25.0,70.0,,,,,,4.3,0.7,,In progress,17.0,11.0,0.0,56.0,16.0,No,Do not know,100.0,Yes,32.0816,34.7823,ISR
186,2020,57347,Pingtung County Government,Pingtung County,"Taiwan, Greater China",East Asia,No,816636.0,POINT (120.47 22.6558),Yes,Yes,6.0,99.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Yes,5,In progress,Yes,Regional or country specific methodology,Decreased,Not intending to undertake,In progress,Base year emissions (absolute) target,Yes,Yes,Yes,0.06,46.11,33.23,0.0,3.19,11.79,2.1,1.33,1.51,0.68,5.38,In progress,6.3,12.0,0.7,77.0,4.0,Yes,Yes,55.04,Yes,22.6558,120.47,TWN
187,2020,49334,"City of Richmond, VA","Richmond, VA",United States of America,North America,No,230436.0,POINT (-77.436 37.5407),Yes,In progress,5.0,79.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,Yes,8,Intending to undertake in the next 2 years,Yes,ICLEI,Decreased,Not intending to undertake,Not intending to undertake,Base year emissions (absolute) target,Yes,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,4.9,9.3,52.6,0.0,0.5,30.9,1.0,0.0,0.8,0.0,1.3,Intending to undertake in the next 2 years,5.2,1.9,6.1,70.7,5.7,No,Yes,100.0,Yes,37.5407,-77.436,USA
188,2020,49334,"City of Richmond, VA","Richmond, VA",United States of America,North America,No,230436.0,POINT (-77.436 37.5407),Yes,In progress,5.0,79.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,Yes,8,Intending to undertake in the next 2 years,Yes,ICLEI,Decreased,Not intending to undertake,Not intending to undertake,Fixed level target,Yes,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,4.9,9.3,52.6,0.0,0.5,30.9,1.0,0.0,0.8,0.0,1.3,Intending to undertake in the next 2 years,5.2,1.9,6.1,70.7,5.7,No,Yes,100.0,Yes,37.5407,-77.436,USA
189,2020,31181,City of Philadelphia,Philadelphia,United States of America,North America,No,1555072.0,POINT (-75.1638 39.9523),Yes,Yes,4.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,Yes,4,Yes,Yes,GPC,Decreased,Not intending to undertake,Yes,Base year emissions (absolute) target,Yes,Yes,Yes,1.9,17.6,38.0,0.0,0.9,39.7,0.2,0.3,0.4,1.0,2.3,Yes,25.3,2.1,4.9,59.4,8.3,No,No,100.0,Yes,39.9523,-75.1638,USA
190,2020,50378,Municipalidad de San José,San José,Costa Rica,Latin America,No,344851.0,POINT (9.9326 -84.0796),Yes,Yes,4.0,49.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,Do not know,14,Yes,Yes,Regional or country specific methodology,Increased,Not intending to undertake,Not intending to undertake,Base year emissions (absolute) target,Yes,Yes,Not intending to undertake,0.64,0.0,0.0,13.37,69.18,0.0,0.85,0.0,0.08,15.88,98.51,Not intending to undertake,26.0,1.0,9.0,27.0,36.0,Yes,Do not know,100.0,Yes,9.9281,-84.0907,CRI
191,2020,50392,Prefeitura de Vitória,Vitória,Brazil,Latin America,No,327801.0,POINT (-40.3776 -20.3338),Intending to incorporate in the next 2 years,Yes,13.0,173.0,,,,,,,,,Yes,3,Yes,Yes,GPC,Increased,Do not know,Do not know,No target,Yes,Yes,Do not know,,,,,,,,,,,,,,,,,,No,Yes,100.0,In progress,-20.3338,-40.3776,BRA
192,2020,59151,City of Akureyri,Akureyri,Iceland,Europe,No,19025.0,POINT (-18.1262 65.6885),Yes,Yes,2.0,2.0,,,,,,,,,No,2,Yes,Yes,GPC,Decreased,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,Fixed level target,Intending to undertake in the next 2 years,Yes,Yes,0.0,0.0,0.0,30.88,69.07,0.0,0.01,0.0,0.0,0.04,99.99,Not intending to undertake,,,,,,No,Yes,100.0,Intending to undertake in next 2 years,65.6885,-18.1262,ISL
193,2020,11315,City of Manchester,,United Kingdom of Great Britain and Northern Ireland,Europe,No,563200.0,,Yes,In progress,7.0,48.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,Yes,4,Intending to undertake in the next 2 years,Yes,2006 IPCC Guidelines,Decreased,Intending to undertake in the next 2 years,Yes,Fixed level target,Intending to undertake in the next 2 years,Yes,Yes,4.7,35.4,28.2,0.8,1.3,22.3,1.0,0.0,1.0,5.3,8.4,Yes,61.18,1.96,,23.66,13.2,No,Yes,100.0,Not intending to undertake,53.4794,-2.2453,GBR
194,2020,826450,Durham County Council,,United Kingdom of Great Britain and Northern Ireland,Europe,Yes,523500.0,,In progress,Do not know,2.0,18.0,,,,,,,,,Yes,1,Intending to undertake in the next 2 years,Yes,GPC,Decreased,Do not know,Do not know,Fixed level target,Yes,Yes,Not intending to undertake,8.91,4.79,38.75,0.0,1.54,17.74,0.29,7.07,1.47,19.44,22.45,Not intending to undertake,,,,,,Yes,,100.0,Not intending to undertake,54.67648875,-1.6765340511220401,GBR
195,2020,826450,Durham County Council,,United Kingdom of Great Britain and Northern Ireland,Europe,Yes,523500.0,,In progress,Do not know,2.0,18.0,,,,,,,,,Yes,1,Intending to undertake in the next 2 years,Yes,GPC,Decreased,Do not know,Do not know,Base year emissions (absolute) target,Yes,Yes,Not intending to undertake,8.91,4.79,38.75,0.0,1.54,17.74,0.29,7.07,1.47,19.44,22.45,Not intending to undertake,,,,,,Yes,,100.0,Not intending to undertake,54.67648875,-1.6765340511220401,GBR
196,2020,840529,Ayuntamiento de Victoria (Tamaulipas),,Mexico,Latin America,No,346029.0,,In progress,Yes,3.0,45.0,,,,,,,,,Yes,1,Intending to undertake in the next 2 years,In progress,2006 IPCC Guidelines,,,,Base year emissions (absolute) target,Intending to undertake in the next 2 years,Yes,Intending to undertake in the next 2 years,,,,,,,,,,,,Intending to undertake in the next 2 years,,,,,,No,Yes,98.0,Yes,23.7369,-99.1411,MEX
197,2020,74671,Kadıköy,,Turkey,Europe,Yes,482713.0,POINT (29.0585 40.98),Do not know,Yes,5.0,109.0,,,,,,,,,Yes,5,Yes,Yes,2006 IPCC Guidelines,Decreased,Not intending to undertake,Not intending to undertake,Base year emissions (absolute) target,Yes,Not intending to undertake,Yes,0.0,1.0,75.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,Yes,29.0,5.0,6.0,20.0,40.0,No,Do not know,100.0,Not intending to undertake,40.98,29.0585,TUR
198,2020,50544,"City of Aurora, IL",Aurora,United States of America,North America,No,200965.0,POINT (41.7606 88.3201),Yes,Do not know,1.0,9.0,,,,,,,,,,3,Yes,Intending to undertake in the next 2 years,,,,,Base year emissions (absolute) target,Yes,Yes,Yes,0.0,8.0,56.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,,,,,,,No,Do not know,,Yes,40.7682,-74.2348,USA
199,2020,50544,"City of Aurora, IL",Aurora,United States of America,North America,No,200965.0,POINT (41.7606 88.3201),Yes,Do not know,1.0,9.0,,,,,,,,,,3,Yes,Intending to undertake in the next 2 years,,,,,Baseline scenario (business as usual) target,Yes,Yes,Yes,0.0,8.0,56.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,,,,,,,No,Do not know,,Yes,40.7682,-74.2348,USA
